SequenceName	ClusterNumber
fragment9495	1
fragment3167	1
fragment3166	1
fragment2532	1
fragment4201	1
fragment6444	1
fragment3197	1
fragment3174	1
fragment10438	1
fragment9492	1
fragment4185	1
fragment4183	1
fragment5258	1
fragment10450	1
fragment25652	1
fragment10443	1
fragment9514	1
fragment10444	1
fragment4181	1
fragment1454	1
fragment4196	1
fragment25686	1
fragment25001	1
fragment25804	1
fragment24734	1
fragment10442	1
fragment9410	1
fragment10439	1
fragment9512	1
fragment9238	1
fragment3093	1
fragment10436	1
fragment8938	1
fragment4182	1
fragment4180	1
fragment1453	1
fragment38070	1
fragment4251	1
fragment4238	1
fragment1448	1
fragment25785	1
fragment25676	1
fragment24787	1
fragment24797	1
fragment25456	1
fragment25459	1
fragment25989	1
fragment24855	1
fragment26039	1
fragment25852	1
fragment2534	1
fragment3081	1
fragment3258	1
fragment3222	1
fragment3220	1
fragment3076	1
fragment3074	1
fragment9576	1
fragment8934	1
fragment10428	1
fragment10440	1
fragment1483	1
fragment4204	1
fragment1509	1
fragment1530	1
fragment24721	1
fragment25009	1
fragment25718	1
fragment25706	1
fragment25792	1
fragment25799	1
fragment25849	1
fragment24782	1
fragment25692	1
fragment24837	1
fragment2785	1
fragment25696	1
fragment24808	1
fragment24675	1
fragment24732	1
fragment25879	1
fragment25800	1
fragment25725	1
fragment24824	1
fragment25602	1
fragment25638	1
fragment25110	1
fragment25109	1
fragment25802	1
fragment24972	1
fragment24990	1
fragment25762	1
fragment25075	1
fragment25824	1
fragment37820	1
fragment3671	1
fragment3224	1
fragment3104	1
fragment3055	1
fragment1512	1
fragment24738	1
fragment25061	1
fragment15914	1
fragment25680	1
fragment24957	1
fragment25727	1
fragment26047	1
fragment26051	1
fragment25752	1
fragment24862	1
fragment26009	1
fragment24807	1
fragment25090	1
fragment24970	1
fragment25837	1
fragment24685	1
fragment24682	1
fragment24995	1
fragment24994	1
fragment37771	1
fragment2136	1
fragment3673	1
fragment2533	1
fragment3314	1
fragment3226	1
fragment3227	1
fragment3078	1
fragment3079	1
fragment3193	1
fragment3190	1
fragment10425	1
fragment9936	1
fragment10493	1
fragment1458	1
fragment4241	1
fragment4239	1
fragment4209	1
fragment24741	1
fragment24988	1
fragment24984	1
fragment24724	1
fragment24736	1
fragment24791	1
fragment24792	1
fragment25006	1
fragment25710	1
fragment25848	1
fragment24962	1
fragment25750	1
fragment25850	1
fragment24975	1
fragment25651	1
fragment25805	1
fragment25782	1
fragment25673	1
fragment25740	1
fragment25794	1
fragment25100	1
fragment24693	1
fragment25599	1
fragment25632	1
fragment24798	1
fragment1898	1
fragment24796	1
fragment37522	1
fragment25759	1
fragment9164	1
fragment9166	1
fragment9478	1
fragment3128	1
fragment9494	1
fragment8989	1
fragment8974	1
fragment9299	1
fragment3347	1
fragment10465	1
fragment3286	1
fragment3246	1
fragment2309	1
fragment10429	1
fragment1490	1
fragment1540	1
fragment25768	1
fragment25700	1
fragment25008	1
fragment25007	1
